,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
108,2021-12-07,1037.1666820479484,916.1906167795407,1127.075113287351,1037.1666820479484,1037.1666820479484,-8.939251645298965,-8.939251645298965,-8.939251645298965,-8.939251645298965,-8.939251645298965,-8.939251645298965,0.0,0.0,0.0,1028.2274304026494
109,2021-12-08,1036.9768108596325,923.0590278635865,1137.8602023047497,1036.9768108596325,1036.9768108596325,-6.863497168379895,-6.863497168379895,-6.863497168379895,-6.863497168379895,-6.863497168379895,-6.863497168379895,0.0,0.0,0.0,1030.1133136912526
110,2021-12-09,1036.7869396713165,909.5523712530768,1127.3484225024658,1036.7869396713165,1036.7869396713165,-15.31679530031938,-15.31679530031938,-15.31679530031938,-15.31679530031938,-15.31679530031938,-15.31679530031938,0.0,0.0,0.0,1021.4701443709971
111,2021-12-10,1036.5970684830006,905.1190290827395,1125.2898079209813,1036.5970684830006,1036.5970684830006,-19.723812365576467,-19.723812365576467,-19.723812365576467,-19.723812365576467,-19.723812365576467,-19.723812365576467,0.0,0.0,0.0,1016.8732561174241
112,2021-12-13,1034.0460698532786,924.8185389426714,1145.875848686153,1034.0460698532786,1034.0460698532786,-3.6475952904005213,-3.6475952904005213,-3.6475952904005213,-3.6475952904005213,-3.6475952904005213,-3.6475952904005213,0.0,0.0,0.0,1030.3984745628782
113,2021-12-14,1033.1957369767047,919.1685466670251,1144.7666387129045,1033.1957369767047,1033.1957369767047,-8.939251645313803,-8.939251645313803,-8.939251645313803,-8.939251645313803,-8.939251645313803,-8.939251645313803,0.0,0.0,0.0,1024.2564853313909
114,2021-12-15,1032.3454041001307,918.253307037759,1140.2748960452695,1032.3454041001307,1032.3454041001307,-6.863497168388144,-6.863497168388144,-6.863497168388144,-6.863497168388144,-6.863497168388144,-6.863497168388144,0.0,0.0,0.0,1025.4819069317425
115,2021-12-16,1031.4950712235568,905.0042195203106,1124.5323103387861,1031.4950712235568,1031.4950712235568,-15.316795300337889,-15.316795300337889,-15.316795300337889,-15.316795300337889,-15.316795300337889,-15.316795300337889,0.0,0.0,0.0,1016.178275923219
116,2021-12-17,1030.6447383469829,892.8751258800454,1120.2795929794654,1030.6447383469829,1030.6447383469829,-19.723812365559848,-19.723812365559848,-19.723812365559848,-19.723812365559848,-19.723812365559848,-19.723812365559848,0.0,0.0,0.0,1010.920925981423
117,2021-12-20,1028.093739717261,922.0244155422348,1141.4047427383405,1028.093739717261,1028.093739717261,-3.6475952904597633,-3.6475952904597633,-3.6475952904597633,-3.6475952904597633,-3.6475952904597633,-3.6475952904597633,0.0,0.0,0.0,1024.4461444268013
118,2021-12-21,1027.2434068406872,912.5438359869601,1129.2946322207615,1027.2434068406872,1027.2434068406872,-8.939251645270808,-8.939251645270808,-8.939251645270808,-8.939251645270808,-8.939251645270808,-8.939251645270808,0.0,0.0,0.0,1018.3041551954163
119,2021-12-22,1026.393073964113,905.0603933089262,1126.9814606805628,1026.393073964113,1026.393073964113,-6.863497168396397,-6.863497168396397,-6.863497168396397,-6.863497168396397,-6.863497168396397,-6.863497168396397,0.0,0.0,0.0,1019.5295767957166
120,2021-12-23,1025.372254033401,894.9067721492611,1115.6746800337141,1025.372254033401,1025.372254033401,-15.31679530027984,-15.31679530027984,-15.31679530027984,-15.31679530027984,-15.31679530027984,-15.31679530027984,0.0,0.0,0.0,1010.0554587331212
121,2021-12-27,1021.2889743105534,901.3435202385623,1129.6754394719749,1021.2889743105534,1021.2889743105534,-3.6475952904555373,-3.6475952904555373,-3.6475952904555373,-3.6475952904555373,-3.6475952904555373,-3.6475952904555373,0.0,0.0,0.0,1017.6413790200978
122,2021-12-28,1020.2681543798413,897.4236335077893,1120.8514252855234,1020.2681543798413,1020.2681543798413,-8.939251645298013,-8.939251645298013,-8.939251645298013,-8.939251645298013,-8.939251645298013,-8.939251645298013,0.0,0.0,0.0,1011.3289027345434
123,2021-12-29,1019.2473344491293,893.8430455629762,1127.171919861416,1019.2473344491293,1019.2473344491293,-6.863497168404647,-6.863497168404647,-6.863497168404647,-6.863497168404647,-6.863497168404647,-6.863497168404647,0.0,0.0,0.0,1012.3838372807247
124,2021-12-30,1018.2265145184175,892.6192569535204,1107.8472474950547,1018.2265145184175,1018.2265145184175,-15.316795300298349,-15.316795300298349,-15.316795300298349,-15.316795300298349,-15.316795300298349,-15.316795300298349,0.0,0.0,0.0,1002.9097192181191
125,2021-12-31,1017.2056945877055,887.6652438531731,1114.7591184477033,1017.2056945877055,1017.2056945877055,-19.723812365513965,-19.723812365513965,-19.723812365513965,-19.723812365513965,-19.723812365513965,-19.723812365513965,0.0,0.0,0.0,997.4818822221915
126,2022-01-03,1014.1432347955697,899.605300082985,1110.3474276309778,1014.1432347955697,1014.1432347955697,-3.647595290371331,-3.647595290371331,-3.647595290371331,-3.647595290371331,-3.647595290371331,-3.647595290371331,0.0,0.0,0.0,1010.4956395051984
127,2022-01-04,1013.1224148648579,897.908773985546,1114.1276572877966,1013.1224148648579,1013.1224148648579,-8.939251645283933,-8.939251645283933,-8.939251645283933,-8.939251645283933,-8.939251645283933,-8.939251645283933,0.0,0.0,0.0,1004.183163219574
128,2022-01-05,1012.1015807109196,892.3780836635036,1120.0489620790042,1012.1015807109196,1012.1015807109196,-6.8634971683925246,-6.8634971683925246,-6.8634971683925246,-6.8634971683925246,-6.8634971683925246,-6.8634971683925246,0.0,0.0,0.0,1005.2380835425271
129,2022-01-06,1011.0807465569814,888.2664651026745,1110.6058720436172,1011.0807465569814,1011.0807465569814,-15.316795300309058,-15.316795300309058,-15.316795300309058,-15.316795300309058,-15.316795300309058,-15.316795300309058,0.0,0.0,0.0,995.7639512566723
130,2022-01-07,1010.0599124030432,888.9169520310314,1106.2163620219776,1010.0599124030432,1010.0599124030432,-19.72381236549734,-19.72381236549734,-19.72381236549734,-19.72381236549734,-19.72381236549734,-19.72381236549734,0.0,0.0,0.0,990.3361000375459
131,2022-01-10,1006.9974099412285,889.619721444368,1106.6426769287796,1006.9974099412285,1006.9974099412285,-3.6475952903671067,-3.6475952903671067,-3.6475952903671067,-3.6475952903671067,-3.6475952903671067,-3.6475952903671067,0.0,0.0,0.0,1003.3498146508614
132,2022-01-11,1005.9765757872904,882.8983333188778,1103.4384595774077,1005.9765757872904,1005.9765757872904,-8.939251645298773,-8.939251645298773,-8.939251645298773,-8.939251645298773,-8.939251645298773,-8.939251645298773,0.0,0.0,0.0,997.0373241419916
133,2022-01-12,1004.9557416333521,887.2292598700977,1103.628124683399,1004.9557416333521,1004.9557416333521,-6.863497168421152,-6.863497168421152,-6.863497168421152,-6.863497168421152,-6.863497168421152,-6.863497168421152,0.0,0.0,0.0,998.0922444649309
134,2022-01-13,1003.9349074794138,874.8832780449471,1103.4374012588894,1003.9349074794138,1003.9349074794138,-15.31679530031977,-15.31679530031977,-15.31679530031977,-15.31679530031977,-15.31679530031977,-15.31679530031977,0.0,0.0,0.0,988.618112179094
135,2022-01-14,1002.9140733254753,881.809308683069,1094.5515714236303,1002.9140733254753,1002.9140733254753,-19.72381236558651,-19.72381236558651,-19.72381236558651,-19.72381236558651,-19.72381236558651,-19.72381236558651,0.0,0.0,0.0,983.1902609598889
136,2022-01-18,998.8307365558486,885.8113758079246,1103.397033307608,998.8307365558486,998.8307365558486,-8.939251645313611,-8.939251645313611,-8.939251645313611,-8.939251645313611,-8.939251645313611,-8.939251645313611,0.0,0.0,0.0,989.891484910535
137,2022-01-19,997.8099023634418,873.0010093544156,1098.7103205265314,997.8099023634418,997.8099023634418,-6.8634971683891255,-6.8634971683891255,-6.8634971683891255,-6.8634971683891255,-6.8634971683891255,-6.8634971683891255,0.0,0.0,0.0,990.9464051950526
138,2022-01-20,996.7890681710352,868.3837794531455,1082.5947077471815,996.7890681710352,996.7890681710352,-15.316795300330476,-15.316795300330476,-15.316795300330476,-15.316795300330476,-15.316795300330476,-15.316795300330476,0.0,0.0,0.0,981.4722728707047
139,2022-01-21,995.7682339786284,860.9935715279513,1092.0282589494793,995.7682339786284,995.7682339786284,-19.723812365569888,-19.723812365569888,-19.723812365569888,-19.723812365569888,-19.723812365569888,-19.723812365569888,0.0,0.0,0.0,976.0444216130585
140,2022-01-24,992.7057314014082,878.8013311750435,1095.7765824844573,992.7057314014082,992.7057314014082,-3.647595290342136,-3.647595290342136,-3.647595290342136,-3.647595290342136,-3.647595290342136,-3.647595290342136,0.0,0.0,0.0,989.0581361110661
141,2022-01-25,991.6848972090015,868.5670441032146,1094.130553998697,991.6848972090015,991.6848972090015,-8.939251645270614,-8.939251645270614,-8.939251645270614,-8.939251645270614,-8.939251645270614,-8.939251645270614,0.0,0.0,0.0,982.7456455637309
142,2022-01-26,990.6640630165948,874.9375099512325,1092.9528218475382,990.6640630165948,990.6640630165948,-6.86349716839738,-6.86349716839738,-6.86349716839738,-6.86349716839738,-6.86349716839738,-6.86349716839738,0.0,0.0,0.0,983.8005658481974
143,2022-01-27,989.6432288241881,866.7970644511885,1087.747628630755,989.6432288241881,989.6432288241881,-15.316795300348986,-15.316795300348986,-15.316795300348986,-15.316795300348986,-15.316795300348986,-15.316795300348986,0.0,0.0,0.0,974.3264335238391
144,2022-01-28,988.6223946263347,852.2017244465058,1076.399549721471,988.6223946263347,988.6223946263347,-19.723812365546944,-19.723812365546944,-19.723812365546944,-19.723812365546944,-19.723812365546944,-19.723812365546944,0.0,0.0,0.0,968.8985822607877
145,2022-01-31,985.5598920327741,866.2835747253717,1099.5409941514852,985.5598920327741,985.5598920327741,-3.647595290369646,-3.647595290369646,-3.647595290369646,-3.647595290369646,-3.647595290369646,-3.647595290369646,0.0,0.0,0.0,981.9122967424045
146,2022-02-01,984.5390578349205,864.6602663789613,1079.7087875927987,984.5390578349205,984.5390578349205,-8.939251645285452,-8.939251645285452,-8.939251645285452,-8.939251645285452,-8.939251645285452,-8.939251645285452,0.0,0.0,0.0,975.599806189635
147,2022-02-02,983.5182236370671,852.8780222876231,1094.9776208841292,983.5182236370671,983.5182236370671,-6.863497168385256,-6.863497168385256,-6.863497168385256,-6.863497168385256,-6.863497168385256,-6.863497168385256,0.0,0.0,0.0,976.6547264686818
148,2022-02-03,982.4973894392135,851.5758585517577,1075.4425718860325,982.4973894392135,982.4973894392135,-15.3167953003519,-15.3167953003519,-15.3167953003519,-15.3167953003519,-15.3167953003519,-15.3167953003519,0.0,0.0,0.0,967.1805941388616
149,2022-02-04,981.47655524136,843.7885744475033,1066.8560833357506,981.47655524136,981.47655524136,-19.723812365642438,-19.723812365642438,-19.723812365642438,-19.723812365642438,-19.723812365642438,-19.723812365642438,0.0,0.0,0.0,961.7527428757176
150,2022-02-07,978.4140526477994,869.7585449493064,1084.1346428124348,978.4140526477994,978.4140526477994,-3.647595290365422,-3.647595290365422,-3.647595290365422,-3.647595290365422,-3.647595290365422,-3.647595290365422,0.0,0.0,0.0,974.766457357434
151,2022-02-08,977.393218449946,856.1965727053584,1077.6940783374146,977.393218449946,977.393218449946,-8.939251645271375,-8.939251645271375,-8.939251645271375,-8.939251645271375,-8.939251645271375,-8.939251645271375,0.0,0.0,0.0,968.4539668046746
152,2022-02-09,976.3723842566213,854.8333515431933,1081.273687815928,976.3723842566213,976.3723842566213,-6.863497168373132,-6.863497168373132,-6.863497168373132,-6.863497168373132,-6.863497168373132,-6.863497168373132,0.0,0.0,0.0,969.5088870882482
153,2022-02-10,975.3515500632968,848.2351945639963,1078.8625052895334,975.3515500632968,975.3515500632968,-15.31679530030164,-15.31679530030164,-15.31679530030164,-15.31679530030164,-15.31679530030164,-15.31679530030164,0.0,0.0,0.0,960.0347547629951
154,2022-02-11,974.3307158699721,848.936178376105,1059.787414645964,974.3307158699721,974.3307158699721,-19.723812365619494,-19.723812365619494,-19.723812365619494,-19.723812365619494,-19.723812365619494,-19.723812365619494,0.0,0.0,0.0,954.6069035043527
155,2022-02-14,971.2682132899985,848.1700947551976,1074.623493880951,971.2682132899985,971.2682132899985,-3.647595290392932,-3.647595290392932,-3.647595290392932,-3.647595290392932,-3.647595290392932,-3.647595290392932,0.0,0.0,0.0,967.6206179996055
156,2022-02-15,970.2473790966739,847.6454953095557,1070.6448130910674,970.2473790966739,970.2473790966739,-8.939251645298581,-8.939251645298581,-8.939251645298581,-8.939251645298581,-8.939251645298581,-8.939251645298581,0.0,0.0,0.0,961.3081274513753
157,2022-02-16,969.2265449033493,853.5886196263261,1074.9026087118189,969.2265449033493,969.2265449033493,-6.863497168401759,-6.863497168401759,-6.863497168401759,-6.863497168401759,-6.863497168401759,-6.863497168401759,0.0,0.0,0.0,962.3630477349476
158,2022-02-17,968.2057107100246,843.0889462369047,1057.3547380493674,968.2057107100246,968.2057107100246,-15.316795300304552,-15.316795300304552,-15.316795300304552,-15.316795300304552,-15.316795300304552,-15.316795300304552,0.0,0.0,0.0,952.8889154097201
159,2022-02-18,967.1848765167001,839.3845204888319,1059.1770287181675,967.1848765167001,967.1848765167001,-19.723812365602868,-19.723812365602868,-19.723812365602868,-19.723812365602868,-19.723812365602868,-19.723812365602868,0.0,0.0,0.0,947.4610641510973
160,2022-02-22,963.101539612386,852.6312748670821,1071.3754831048304,963.101539612386,963.101539612386,-8.939251645284498,-8.939251645284498,-8.939251645284498,-8.939251645284498,-8.939251645284498,-8.939251645284498,0.0,0.0,0.0,954.1622879671015
161,2022-02-23,962.0807053863073,843.1171380104416,1063.133518866074,962.0807053863073,962.0807053863073,-6.863497168389634,-6.863497168389634,-6.863497168389634,-6.863497168389634,-6.863497168389634,-6.863497168389634,0.0,0.0,0.0,955.2172082179177
162,2022-02-24,961.0598711602287,829.8273358144364,1056.6574055529784,961.0598711602287,961.0598711602287,-15.316795300323061,-15.316795300323061,-15.316795300323061,-15.316795300323061,-15.316795300323061,-15.316795300323061,0.0,0.0,0.0,945.7430758599056
163,2022-02-25,960.0390369341501,831.7093189670423,1043.833797358621,960.0390369341501,960.0390369341501,-19.723812365579924,-19.723812365579924,-19.723812365579924,-19.723812365579924,-19.723812365579924,-19.723812365579924,0.0,0.0,0.0,940.3152245685702
164,2022-02-28,956.9765342559143,844.022100673594,1058.838506180108,956.9765342559143,956.9765342559143,-3.647595290447947,-3.647595290447947,-3.647595290447947,-3.647595290447947,-3.647595290447947,-3.647595290447947,0.0,0.0,0.0,953.3289389654664
165,2022-03-01,955.9557000298357,826.1733077178203,1058.3965562008782,955.9557000298357,955.9557000298357,-8.93925164529934,-8.93925164529934,-8.93925164529934,-8.93925164529934,-8.93925164529934,-8.93925164529934,0.0,0.0,0.0,947.0164483845364
166,2022-03-02,954.9348658037572,845.1118171168363,1056.4468887303196,954.9348658037572,954.9348658037572,-6.863497168397884,-6.863497168397884,-6.863497168397884,-6.863497168397884,-6.863497168397884,-6.863497168397884,0.0,0.0,0.0,948.0713686353594
167,2022-03-03,953.9140315776785,836.0805350854655,1056.0028206735335,953.9140315776785,953.9140315776785,-15.316795300265012,-15.316795300265012,-15.316795300265012,-15.316795300265012,-15.316795300265012,-15.316795300265012,0.0,0.0,0.0,938.5972362774136
168,2022-03-04,952.8931973664581,823.2664140217823,1050.6924356478294,952.8931973664581,952.8931973664581,-19.723812365563305,-19.723812365563305,-19.723812365563305,-19.723812365563305,-19.723812365563305,-19.723812365563305,0.0,0.0,0.0,933.1693850008949
169,2022-03-07,949.8306947327968,828.9015244054578,1055.3508842626995,949.8306947327968,949.8306947327968,-3.647595290443723,-3.647595290443723,-3.647595290443723,-3.647595290443723,-3.647595290443723,-3.647595290443723,0.0,0.0,0.0,946.1830994423531
170,2022-03-08,948.8098605215764,831.3420485086029,1038.671735323963,948.8098605215764,948.8098605215764,-8.93925164528526,-8.93925164528526,-8.93925164528526,-8.93925164528526,-8.93925164528526,-8.93925164528526,0.0,0.0,0.0,939.8706088762912
171,2022-03-09,947.789026310356,824.9403688875324,1055.7553191438692,947.789026310356,947.789026310356,-6.863497168386237,-6.863497168386237,-6.863497168386237,-6.863497168386237,-6.863497168386237,-6.863497168386237,0.0,0.0,0.0,940.9255291419697
172,2022-03-10,946.7681920991356,825.3803869821104,1044.998757999053,946.7681920991356,946.7681920991356,-15.316795300275722,-15.316795300275722,-15.316795300275722,-15.316795300275722,-15.316795300275722,-15.316795300275722,0.0,0.0,0.0,931.4513967988598
173,2022-03-11,945.7473578879152,810.6158003125666,1035.1706192389559,945.7473578879152,945.7473578879152,-19.72381236553404,-19.72381236553404,-19.72381236553404,-19.72381236553404,-19.72381236553404,-19.72381236553404,0.0,0.0,0.0,926.0235455223811
174,2022-03-14,942.6848552542539,829.3278002002239,1051.2357346064255,942.6848552542539,942.6848552542539,-3.647595290359513,-3.647595290359513,-3.647595290359513,-3.647595290359513,-3.647595290359513,-3.647595290359513,0.0,0.0,0.0,939.0372599638944
175,2022-03-15,941.6640210430334,819.2463857715447,1042.3589283132649,941.6640210430334,941.6640210430334,-8.9392516453001,-8.9392516453001,-8.9392516453001,-8.9392516453001,-8.9392516453001,-8.9392516453001,0.0,0.0,0.0,932.7247693977332
176,2022-03-16,940.6431868157099,819.5684784878785,1043.3215978484354,940.6431868157099,940.6431868157099,-6.863497168394487,-6.863497168394487,-6.863497168394487,-6.863497168394487,-6.863497168394487,-6.863497168394487,0.0,0.0,0.0,933.7796896473154
177,2022-03-17,939.6223525883863,807.6519272762783,1038.4028152300157,939.6223525883863,939.6223525883863,-15.31679530028643,-15.31679530028643,-15.31679530028643,-15.31679530028643,-15.31679530028643,-15.31679530028643,0.0,0.0,0.0,924.3055572880999
178,2022-03-18,938.6015183610629,808.1576406720484,1020.9948285345248,938.6015183610629,938.6015183610629,-19.723812365517418,-19.723812365517418,-19.723812365517418,-19.723812365517418,-19.723812365517418,-19.723812365517418,0.0,0.0,0.0,918.8777059955454
179,2022-03-21,935.5390156790922,817.7847293370868,1049.2766022322962,935.5390156790922,935.5390156790922,-3.6475952903870246,-3.6475952903870246,-3.6475952903870246,-3.6475952903870246,-3.6475952903870246,-3.6475952903870246,0.0,0.0,0.0,931.8914203887052
180,2022-03-22,934.5181814517688,808.6484844419689,1030.8138597327566,934.5181814517688,934.5181814517688,-8.939251645257102,-8.939251645257102,-8.939251645257102,-8.939251645257102,-8.939251645257102,-8.939251645257102,0.0,0.0,0.0,925.5789298065117
181,2022-03-23,933.4973472244452,815.6802382402932,1033.694904562754,933.4973472244452,933.4973472244452,-6.863497168402738,-6.863497168402738,-6.863497168402738,-6.863497168402738,-6.863497168402738,-6.863497168402738,0.0,0.0,0.0,926.6338500560424
182,2022-03-24,932.4765129971217,803.0413480636032,1026.1110858928776,932.4765129971217,932.4765129971217,-15.31679530030494,-15.31679530030494,-15.31679530030494,-15.31679530030494,-15.31679530030494,-15.31679530030494,0.0,0.0,0.0,917.1597176968168
183,2022-03-25,931.4556787697984,798.2289785848862,1015.971296099618,931.4556787697984,931.4556787697984,-19.723812365612908,-19.723812365612908,-19.723812365612908,-19.723812365612908,-19.723812365612908,-19.723812365612908,0.0,0.0,0.0,911.7318664041854
184,2022-03-28,928.3931621293738,809.4891876942145,1031.9997664405169,928.3931621293738,928.3931621293738,-3.64759529041453,-3.64759529041453,-3.64759529041453,-3.64759529041453,-3.64759529041453,-3.64759529041453,0.0,0.0,0.0,924.7455668389592
185,2022-03-29,927.3723232492323,802.0568934174503,1031.807791337767,927.3723232492323,927.3723232492323,-8.939251645271941,-8.939251645271941,-8.939251645271941,-8.939251645271941,-8.939251645271941,-8.939251645271941,0.0,0.0,0.0,918.4330716039603
186,2022-03-30,926.3514843690907,808.2978086926886,1037.448644958067,926.3514843690907,926.3514843690907,-6.8634971683910955,-6.8634971683910955,-6.8634971683910955,-6.8634971683910955,-6.8634971683910955,-6.8634971683910955,0.0,0.0,0.0,919.4879872006996
187,2022-03-31,925.3306454889491,798.9237570775629,1014.4201001799519,925.3306454889491,925.3306454889491,-15.316795300323449,-15.316795300323449,-15.316795300323449,-15.316795300323449,-15.316795300323449,-15.316795300323449,0.0,0.0,0.0,910.0138501886257
188,2022-04-01,924.3098066088078,791.2259170603754,1018.7265511810272,924.3098066088078,924.3098066088078,-19.723812365589964,-19.723812365589964,-19.723812365589964,-19.723812365589964,-19.723812365589964,-19.723812365589964,0.0,0.0,0.0,904.5859942432178
189,2022-04-04,921.2472899683833,807.9793534409811,1022.1869907043413,921.2472899683833,921.2472899683833,-3.6475952904103064,-3.6475952904103064,-3.6475952904103064,-3.6475952904103064,-3.6475952904103064,-3.6475952904103064,0.0,0.0,0.0,917.5996946779729
190,2022-04-05,920.2264510882417,794.1702340851338,1019.7882238329233,920.2264510882417,920.2264510882417,-8.939251645299148,-8.939251645299148,-8.939251645299148,-8.939251645299148,-8.939251645299148,-8.939251645299148,0.0,0.0,0.0,911.2871994429426
191,2022-04-06,919.2056122081002,799.5113309937304,1030.4981615900535,919.2056122081002,919.2056122081002,-6.863497168378969,-6.863497168378969,-6.863497168378969,-6.863497168378969,-6.863497168378969,-6.863497168378969,0.0,0.0,0.0,912.3421150397212
192,2022-04-07,917.1831516783528,783.4011464715448,1010.38691881002,917.1831516783528,917.1831516783528,-15.31679530033416,-15.31679530033416,-15.31679530033416,-15.31679530033416,-15.31679530033416,-15.31679530033416,0.0,0.0,0.0,901.8663563780186
193,2022-04-08,915.1606911486053,777.5921002471995,1010.3497766607525,915.1606911486053,915.1606911486053,-19.72381236556702,-19.72381236556702,-19.72381236556702,-19.72381236556702,-19.72381236556702,-19.72381236556702,0.0,0.0,0.0,895.4368787830383
194,2022-04-11,909.0933095593637,792.6213509386378,1014.4529869639309,909.0933095593637,909.0933095593637,-3.647595290406082,-3.647595290406082,-3.647595290406082,-3.647595290406082,-3.647595290406082,-3.647595290406082,0.0,0.0,0.0,905.4457142689575
195,2022-04-12,907.0708490296162,785.353603689811,1009.2007540184335,907.0708490296162,907.0708490296162,-8.939251645285069,-8.939251645285069,-8.939251645285069,-8.939251645285069,-8.939251645285069,-8.939251645285069,0.0,0.0,0.0,898.1315973843311
196,2022-04-13,905.048388499869,783.3185450015626,1004.1272554785511,905.048388499869,905.048388499869,-6.863497168407596,-6.863497168407596,-6.863497168407596,-6.863497168407596,-6.863497168407596,-6.863497168407596,0.0,0.0,0.0,898.1848913314615
197,2022-04-14,903.0259279701216,775.7714367742769,996.5103310230517,903.0259279701216,903.0259279701216,-15.31679530034487,-15.31679530034487,-15.31679530034487,-15.31679530034487,-15.31679530034487,-15.31679530034487,0.0,0.0,0.0,887.7091326697767
198,2022-04-18,894.9360858511325,777.2151598269647,997.4609736945298,894.9360858511325,894.9360858511325,-3.6475952904335918,-3.6475952904335918,-3.6475952904335918,-3.6475952904335918,-3.6475952904335918,-3.6475952904335918,0.0,0.0,0.0,891.2884905606988
199,2022-04-19,892.913625321385,775.9368737388552,996.3780715429484,892.913625321385,892.913625321385,-8.939251645270987,-8.939251645270987,-8.939251645270987,-8.939251645270987,-8.939251645270987,-8.939251645270987,0.0,0.0,0.0,883.9743736761139
200,2022-04-20,890.0706815587062,779.5438913939705,988.3309724689839,890.0706815587062,890.0706815587062,-6.863497168395472,-6.863497168395472,-6.863497168395472,-6.863497168395472,-6.863497168395472,-6.863497168395472,0.0,0.0,0.0,883.2071843903107
201,2022-04-21,887.2277377960271,760.1246393091842,980.9886744332929,887.2277377960271,887.2277377960271,-15.316795300286817,-15.316795300286817,-15.316795300286817,-15.316795300286817,-15.316795300286817,-15.316795300286817,0.0,0.0,0.0,871.9109424957403
202,2022-04-22,884.3847940333482,757.1779402753339,973.4106677267513,884.3847940333482,884.3847940333482,-19.723812365639564,-19.723812365639564,-19.723812365639564,-19.723812365639564,-19.723812365639564,-19.723812365639564,0.0,0.0,0.0,864.6609816677086
203,2022-04-25,875.8559627453111,769.8428804739249,988.2411736430518,875.8559627453111,875.8559627453111,-3.6475952904611,-3.6475952904611,-3.6475952904611,-3.6475952904611,-3.6475952904611,-3.6475952904611,0.0,0.0,0.0,872.20836745485
204,2022-04-26,873.013018982632,746.3967931505503,968.3005578070363,873.013018982632,873.013018982632,-8.939251645298194,-8.939251645298194,-8.939251645298194,-8.939251645298194,-8.939251645298194,-8.939251645298194,0.0,0.0,0.0,864.0737673373338
205,2022-04-27,870.1700752199532,755.8009729596741,972.8261876560114,870.1700752199532,870.1700752199532,-6.8634971684037245,-6.8634971684037245,-6.8634971684037245,-6.8634971684037245,-6.8634971684037245,-6.8634971684037245,0.0,0.0,0.0,863.3065780515495
206,2022-04-28,867.3271314572742,736.128745731714,965.3099268056649,867.3271314572742,867.3271314572742,-15.31679530030533,-15.31679530030533,-15.31679530030533,-15.31679530030533,-15.31679530030533,-15.31679530030533,0.0,0.0,0.0,852.0103361569688
207,2022-04-29,864.4841876945952,736.5045267487644,956.915159563981,864.4841876945952,864.4841876945952,-19.723812365622948,-19.723812365622948,-19.723812365622948,-19.723812365622948,-19.723812365622948,-19.723812365622948,0.0,0.0,0.0,844.7603753289723
208,2022-05-02,855.955356406558,737.1116460026254,968.2617443149162,855.955356406558,855.955356406558,-3.647595290376892,-3.647595290376892,-3.647595290376892,-3.647595290376892,-3.647595290376892,-3.647595290376892,0.0,0.0,0.0,852.3077611161812
209,2022-05-03,853.1124126438792,731.824976239934,955.0639874568428,853.1124126438792,853.1124126438792,-8.939251645284115,-8.939251645284115,-8.939251645284115,-8.939251645284115,-8.939251645284115,-8.939251645284115,0.0,0.0,0.0,844.1731609985951
210,2022-05-04,850.2694688812002,732.4263949265785,959.9004071362738,850.2694688812002,850.2694688812002,-6.863497168391596,-6.863497168391596,-6.863497168391596,-6.863497168391596,-6.863497168391596,-6.863497168391596,0.0,0.0,0.0,843.4059717128085
211,2022-05-05,847.4265251185212,719.4109572961788,937.3123441587032,847.4265251185212,847.4265251185212,-15.31679530030824,-15.31679530030824,-15.31679530030824,-15.31679530030824,-15.31679530030824,-15.31679530030824,0.0,0.0,0.0,832.1097298182129
212,2022-05-06,844.5835813558422,704.7359330705842,934.3315812987034,844.5835813558422,844.5835813558422,-19.72381236559368,-19.72381236559368,-19.72381236559368,-19.72381236559368,-19.72381236559368,-19.72381236559368,0.0,0.0,0.0,824.8597689902485
213,2022-05-09,836.0547500678053,719.2135322417582,942.6565500265066,836.0547500678053,836.0547500678053,-3.6475952904044,-3.6475952904044,-3.6475952904044,-3.6475952904044,-3.6475952904044,-3.6475952904044,0.0,0.0,0.0,832.4071547774009
214,2022-05-10,833.2118063051263,713.6384153070333,931.0169859403313,833.2118063051263,833.2118063051263,-8.939251645298953,-8.939251645298953,-8.939251645298953,-8.939251645298953,-8.939251645298953,-8.939251645298953,0.0,0.0,0.0,824.2725546598274
215,2022-05-11,830.3688625424473,707.550841261298,927.8021627627359,830.3688625424473,830.3688625424473,-6.863497168399849,-6.863497168399849,-6.863497168399849,-6.863497168399849,-6.863497168399849,-6.863497168399849,0.0,0.0,0.0,823.5053653740475
216,2022-05-12,827.5259187797682,692.0140627308604,924.0039098849397,827.5259187797682,827.5259187797682,-15.316795300326751,-15.316795300326751,-15.316795300326751,-15.316795300326751,-15.316795300326751,-15.316795300326751,0.0,0.0,0.0,812.2091234794415
217,2022-05-13,824.6829750170892,694.96698354461,917.1048879324205,824.6829750170892,824.6829750170892,-19.723812365577057,-19.723812365577057,-19.723812365577057,-19.723812365577057,-19.723812365577057,-19.723812365577057,0.0,0.0,0.0,804.9591626515122
218,2022-05-16,816.1541437290523,704.1628517747647,923.6549125145873,816.1541437290523,816.1541437290523,-3.647595290431909,-3.647595290431909,-3.647595290431909,-3.647595290431909,-3.647595290431909,-3.647595290431909,0.0,0.0,0.0,812.5065484386204
