,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
93,2021-11-15,1019.8280070411091,908.1532778230312,1126.56923726141,1019.8280070411091,1019.8280070411091,-3.647595290353952,-3.647595290353952,-3.647595290353952,-3.647595290353952,-3.647595290353952,-3.647595290353952,0.0,0.0,0.0,1016.1804117507552
94,2021-11-16,1022.1292912953261,900.5335129724023,1122.1909313639908,1022.1292912953261,1022.1292912953261,-8.939251645271002,-8.939251645271002,-8.939251645271002,-8.939251645271002,-8.939251645271002,-8.939251645271002,0.0,0.0,0.0,1013.190039650055
95,2021-11-17,1024.4305755495432,903.8952325036935,1125.1839191334604,1024.4305755495432,1024.4305755495432,-6.863497168395414,-6.863497168395414,-6.863497168395414,-6.863497168395414,-6.863497168395414,-6.863497168395414,0.0,0.0,0.0,1017.5670783811478
96,2021-11-18,1026.73185980376,894.5955661293873,1118.8897272027914,1026.73185980376,1026.73185980376,-15.316795300279452,-15.316795300279452,-15.316795300279452,-15.316795300279452,-15.316795300279452,-15.316795300279452,0.0,0.0,0.0,1011.4150645034806
97,2021-11-19,1027.7121865172933,900.8171005249703,1122.633102009564,1027.7121865172933,1027.7121865172933,-19.723812365526868,-19.723812365526868,-19.723812365526868,-19.723812365526868,-19.723812365526868,-19.723812365526868,0.0,0.0,0.0,1007.9883741517664
98,2021-11-22,1030.6531666578933,912.7934569104928,1130.2997710026755,1030.6531666578933,1030.6531666578933,-3.64759529034973,-3.64759529034973,-3.64759529034973,-3.64759529034973,-3.64759529034973,-3.64759529034973,0.0,0.0,0.0,1027.0055713675436
99,2021-11-23,1031.6334933714268,912.6091489857932,1130.9966156523562,1031.6334933714268,1031.6334933714268,-8.93925164525692,-8.93925164525692,-8.93925164525692,-8.93925164525692,-8.93925164525692,-8.93925164525692,0.0,0.0,0.0,1022.6942417261698
100,2021-11-24,1032.61382008496,907.182488711092,1127.0458984609631,1032.61382008496,1032.61382008496,-6.863497168383294,-6.863497168383294,-6.863497168383294,-6.863497168383294,-6.863497168383294,-6.863497168383294,0.0,0.0,0.0,1025.7503229165768
101,2021-11-26,1034.5744735120268,908.253721316541,1125.4674461496143,1034.5744735120268,1034.5744735120268,-19.72381236562236,-19.72381236562236,-19.72381236562236,-19.72381236562236,-19.72381236562236,-19.72381236562236,0.0,0.0,0.0,1014.8506611464044
102,2021-11-29,1037.5154536526268,917.1465968396196,1141.672779607056,1037.5154536526268,1037.5154536526268,-3.6475952904089675,-3.6475952904089675,-3.6475952904089675,-3.6475952904089675,-3.6475952904089675,-3.6475952904089675,0.0,0.0,0.0,1033.8678583622177
103,2021-11-30,1038.4957803661603,914.8462336464889,1140.2935648369898,1038.4957803661603,1038.4957803661603,-8.939251645271758,-8.939251645271758,-8.939251645271758,-8.939251645271758,-8.939251645271758,-8.939251645271758,0.0,0.0,0.0,1029.5565287208885
104,2021-12-01,1038.3059091778441,919.6633181129126,1145.9207003310862,1038.3059091778441,1038.3059091778441,-6.863497168392019,-6.863497168392019,-6.863497168392019,-6.863497168392019,-6.863497168392019,-6.863497168392019,0.0,0.0,0.0,1031.442412009452
105,2021-12-02,1038.1160379895282,911.9123984530829,1134.9680070809252,1038.1160379895282,1038.1160379895282,-15.316795300316471,-15.316795300316471,-15.316795300316471,-15.316795300316471,-15.316795300316471,-15.316795300316471,0.0,0.0,0.0,1022.7992426892117
106,2021-12-03,1037.9261668012123,908.2634374622133,1126.7689610620564,1037.9261668012123,1037.9261668012123,-19.723812365605735,-19.723812365605735,-19.723812365605735,-19.723812365605735,-19.723812365605735,-19.723812365605735,0.0,0.0,0.0,1018.2023544356066
107,2021-12-06,1037.3565532362645,927.1689235501492,1148.3975992517155,1037.3565532362645,1037.3565532362645,-3.6475952904047477,-3.6475952904047477,-3.6475952904047477,-3.6475952904047477,-3.6475952904047477,-3.6475952904047477,0.0,0.0,0.0,1033.7089579458598
